listing_id,title,price,area,bedrooms,bathrooms,location,purpose,down_payment,dp_ratio,price_note,rental_frequency,is_negotiable,is_verified,is_hot,has_payment_plan,is_off_plan,is_ready,badge_names,agency_name
88903,Cozy Fully Furnished Apartment for Rent,1900.0,250,0,,"Dream City, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88902,Cozy Fully Furnished Apartment for Rent,400.0,90,1,1.0,"Lalav Sun Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Khoshnawaty Real Estate co.
88900,Internal View Apartment,58500.0,111,2,1.0,"Peshang Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Al Kharita Real Estate Company
73496,Modern Apartment in Life Towers,450.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
82959,Apartment (180m²),136800.0,180,2,2.0,"Vana Towers, Erbil",For Sale,34200.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Vana Towers Project
86616,New Apartment,124652.0,113,1,1.0,"Tulip Towers, Erbil",For Sale,31163.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
69532,Modern Apartment in English Tower,93090.0,87,1,1.0,"English Tower, Erbil",For Sale,18618.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",English Tower by King Inssat
74809,Cozy 1-bedroom apartment in Alaska Towers,77500.0,101,1,1.0,"Alaska Towers, Erbil",For Sale,12300.0,0.159,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Alaska Towers Project
75794,Spacious House in Atlantic City,149000.0,200,3,2.0,"Atlantic City, Erbil",For Sale,30000.0,0.201,(Down payment),,0,0,0,0,1,0,"verified, off_plan, three_sixty",The Atlantic
67449,Apartment (1+1),49842.0,64,1,1.0,"Qaiwan Mirador, Erbil",For Sale,19937.0,0.4,(Down + Second payment),,0,0,0,0,1,0,"installment, off_plan, video",Qaiwan Group Company
83401,Modern apartment in Empire Pearl Towers,350.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Khoshnawaty Real Estate co.
31837,Furnished Apartment,450.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
56705,Luxurious House with 4 Bedrooms,275000.0,300,4,4.0,"Beirut Palace, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Provis Company Real Estate
76064,Spacious House for Rent,600.0,350,4,3.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
47753,Furnished Apartment (2+1) for Rent,450.0,145,2,2.0,"Lalav City, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
68179,Cozy 2-Bedroom Apartment in Erbil,350.0,75,2,1.0,"Lebanese Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Provis Company Real Estate
71389,Cozy Apartment in Erbil with 2 Bedrooms,400.0,85,2,1.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
72879,Furnished Apartment For Rent,450.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88892,Spacious Showroom in Runaki,900000.0,450,0,,"Runaki, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Haji Safeen Real Estate Company
76515,Furnished Apartment For Rent,450.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88889,Spacious house for rent in Erbil,2000.0,500,4,4.0,"Vital Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"ready, video",Million House Real Estate Company
88888,Furnished Apartment in Sky Towers,650.0,100,1,1.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
88887,Furnished Apartment For Rent,850.0,143,2,2.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
88196,Furnished Apartment For Rent,400.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
58843,5th Floor Furnished Apartment,500.0,160,3,2.0,"Lebanese Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,"new_price, ready",Provis Company Real Estate
67307,Modern One-Bedroom Apartment in Erbil,250.0,85,1,1.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88886,Cozy 4-Bedroom House in Erbil,185000.0,250,4,3.0,"Olive City, Erbil",For Sale,37000.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Prop House Real Estate Company
84268,Spacious House with 4 Bedrooms,133500.0,200,4,3.0,"Diyari City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Khaki Gulan Real Estate
74720,Modern 3-Bedroom Apartment for Sale,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,26600.0,0.131,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Alaska Towers Project
88885,Modern Apartment for Rent,450.0,85,1,1.0,"Roya Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88884,Spacious Apartment in Rami Towers,220000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88883,Office (118m²),650.0,118,0,2.0,"Phoenix Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
87127,One-Bedroom Apartment in Erbil,450.0,105,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88881,Modern Residence with 4 Bedrooms in Olive City,185000.0,250,4,3.0,"Olive City, Erbil",For Sale,37000.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Prop House Real Estate Company
88876,Furnished Apartment in White Towers,450.0,85,1,1.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
88880,Cozy 2 Bedroom Apartment in Erbil,260.0,70,2,1.0,"Hawlery Nwe, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Prop House Real Estate Company
88877,Furnished Apartment For Rent,450.0,63,0,1.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"ready, video",Lata Domus
86993,Chic Studio Apartment in Empire Pearl Towers,450.0,48,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
72334,Cozy 1 Bedroom Apartment in English Tower,118770.0,111,1,1.0,"English Tower, Erbil",For Sale,23754.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",English Tower by King Inssat
88879,VIP Apartment,60000.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Remal Real Estate Company
88875,Modern Furnished Apartment in Erbil,450.0,85,1,1.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
88878,Furnished Apartment For Sale,60000.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Remal Real Estate Company
67051,Cozy 1 Bedroom Apartment in Erbil,49842.0,64,1,1.0,"Qaiwan Mirador, Erbil",For Sale,19937.0,0.4,(Down + Second payment),,0,0,0,0,1,0,"installment, off_plan, video",Qaiwan Group Company
68161,Spacious Apartment in Lebanese Village,400.0,107,2,2.0,"Lebanese Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Provis Company Real Estate
88874,Furnished Apartment For Rent,450.0,88,1,1.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
86989,Furnished Apartment For Rent,1000.0,129,2,2.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88869,Cozy 1BR Apartment with Stunning View,400.0,74,0,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
68160,Spacious Furnished Apartment in Life Towers,750.0,145,3,2.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
86554,Modern Apartment in Tulip Towers,115214.0,105,1,1.0,"Tulip Towers, Erbil",For Sale,28804.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
88873,Cozy 1 Bedroom Apartment for Rent,350.0,88,1,1.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,1,0,off_plan,Baghy Shaqlawa Real Estate Company - Erbil
88867,Spacious Home for Rent in Erbil,1400.0,200,4,4.0,"Naz Naz, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
75751,Two Floor House,149000.0,200,3,2.0,"Atlantic City, Erbil",For Sale,30000.0,0.201,(Down payment),,0,0,0,0,1,0,"verified, off_plan, three_sixty",The Atlantic
86985,External View Apartment,82500.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Zhirn Real Estate Company
82899,Spacious Apartment with Modern Design,159000.0,212,3,2.0,"Vana Towers, Erbil",For Sale,39750.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Vana Towers Project
88866,Cozy Apartment in Star Towers,350.0,83,1,1.0,"Star Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
66478,Corner Commercial Property,392700.0,188,0,,"Brayaty, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Sakan Real Estate Company
87934,Apartment For Rent,450.0,99,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
83798,Spacious apartment in Empire Wings,750.0,168,2,2.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
87579,"Apartments for rent, Empire pearl",350.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88862,Studio Apartment,225.0,58,0,1.0,"Lalav Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
84094,Furnished Apartment For Rent,800.0,98,1,1.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
57144,Cozy apartment in Lebanese Village,68000.0,120,2,2.0,"Lebanese Village, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Provis Company Real Estate
87922,Cozy apartment in Empire Pearl Towers,450.0,99,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
77697,Shop Available for Rent in Erbil,800.0,146,0,,"Rasan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
85992,Modern Studio Apartment for Monthly Rent,400.0,50,0,1.0,"Wavey Avenue, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
68832,Spacious 2 Bedroom House for Rent,390.0,250,2,1.0,"Slava City 2, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
86067,Furnished Apartment For Rent,600.0,88,1,2.0,"Queen Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
87086,Luxurious One-Bedroom Apartment,50000.0,78,1,1.0,"Lalav Twin Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,MIRAN Real Estate
88865,Office space available for rent in Empire Business Tower project,900.0,123,0,,"Empire Business Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
86222,Cozy apartment with 1 Bedroom,109410.0,104,1,1.0,"Tulip Towers, Erbil",For Sale,27353.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
82897,Cozy Apartment in Erbil,128440.0,169,2,2.0,"Vana Towers, Erbil",For Sale,32110.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Vana Towers Project
83409,Furnished Apartment For Rent,750.0,99,1,1.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
85731,Corner Residential Plot,67500.0,300,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,0,,Sayd Suaad Real Estate
62441,Furnished Apartment For Rent,500.0,86,1,1.0,"Star Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,MIRAN Real Estate
88864,Modern Apartment in Tulip Towers,115200.0,105,1,1.0,"Tulip Towers, Erbil",For Sale,28804.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Million House Real Estate Company
87936,Cozy 1-Bedroom Apartment in Empire Pearl Towers,450.0,99,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
85146,Furnished Apartment For Rent,850.0,179,3,2.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
87624,Spacious Home with 5 Bedrooms,245000.0,240,5,4.0,"Aram village, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Million House Real Estate Company
87057,Spacious Apartment with Stunning Views,246750.0,235,4,3.0,"Cavalli Tower, Erbil",For Sale,185062.0,0.75,(Down payment),,0,0,0,0,0,1,ready,Shahan Company
88861,Modern 1 Bedroom Apartment For Rent,350.0,106,1,1.0,"Empire Diamond, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Million House Real Estate Company
88860,Modern One-Bedroom Apartment for Rent,300.0,78,1,1.0,"Lalav Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
88848,Cozy 2-Bedroom Apartment in Erbil,105000.0,113,2,1.0,"Wavey Avenue, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Genova Real Estate Company
86114,Furnished Apartment For Rent,600.0,89,1,1.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
86115,Smart Apartment,600.0,89,1,1.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88857,Spacious unit in prime location,400.0,100,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
85055,Furnished Apartment For Rent,500.0,45,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
86302,Studio apartment in Cavalli Tower,450.0,59,0,1.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Million House Real Estate Company
87568,"Two apartments for rent, Empire pearl",350.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
87686,External View Apartment,450.0,81,1,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
87932,Apartment (99m²),450.0,99,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88856,Corner Apartment,54500.0,115,2,1.0,"Rasan Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,"ready, video",Mulkdar Real Estate Company
88855,Corner Residential Plot,39000.0,300,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Sayd Suaad Real Estate
57914,Furnished House For Rent,1600.0,500,5,5.0,"Beirut Palace, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,"new_price, ready",Provis Company Real Estate
86197,Spacious Apartment with 2 Bedrooms,550.0,129,2,2.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88854,Modern Two-Bedroom Apartment in Empire Wings,650.0,125,2,2.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Kryar Company Real Estate
73001,Furnished apartment for rent,350.0,73,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88853,VIP Apartment,1100.0,168,2,2.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Kryar Company Real Estate
84633,Spacious House in Hiwa City,152500.0,221,5,6.0,"Hiwa City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Khaki Gulan Real Estate
74719,Modern Apartment in Alaska Towers,84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,15000.0,0.177,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Alaska Towers Project
88852,Spacious 4-Bedroom House in Asco Village,302500.0,275,4,5.0,"Asco Village, Erbil",For Sale,60500.0,0.2,(Negotiable + Down payment),,1,0,0,0,1,0,off_plan,Prop House Real Estate Company
86206,Furnished Apartment For Rent,700.0,108,1,1.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88850,Spacious Apartment in MRF 5 Towers,110000.0,165,3,2.0,"MRF 5 Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Genova Real Estate Company
88849,Modern Apartment in Rami Towers,107000.0,170,2,2.0,"Rami Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Genova Real Estate Company
77448,Modern 2 BR Apartment in Erbil,250.0,85,1,1.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88858,Cozy One-Bedroom Apartment in Rami Towers,400.0,100,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
86633,New Apartment,400.0,83,1,1.0,"Queen Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
77460,Commercial property in Erbil,182000.0,260,0,,"Basta Pyaza, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Sakan Real Estate Company
88847,Cozy apartment in Rami Towers,400.0,100,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Newan Real Estate Company
88863,Sleek Studio in Prime Location,225.0,58,0,1.0,"Lalav Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
88846,Spacious Apartment in Empire Wings,650.0,125,2,2.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Dar Erbil Real Estate Company
86547,"Modern Apartment in Erbil, Empire Pearl Towers",550.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zhirn Real Estate Company
88819,Cozy Apartment in Erbil,425.0,90,1,1.0,"32 Park (Sarbasti), Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
88816,Furnished Apartment in Rami Towers,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"ready, video",Dyar Real Estate Company
88818,Furnished Apartment For Rent,500.0,100,2,1.0,"32 Park (Sarbasti), Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
88844,Furnished Apartment For Rent,350.0,63,1,1.0,"Eskan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88758,Two Floor House,114000.0,125,4,3.0,"Hawlery Nwe, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,1,0,off_plan,Prop House Real Estate Company
88843,Modern 1 Bedroom Apartment for Rent,350.0,75,1,1.0,"Eskan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88817,Spacious Shop on Busy Street,877.0,200,0,,"100 Meter Street, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Haji Yassin Real Estate Company
88814,Furnished House For Rent,2000.0,250,6,3.0,"Old Ankawa, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
88830,Plot for Sale in Erbil,38000.0,225,0,,"Sebardan, Erbil",For Sale,0.0,0.0,,,0,0,0,0,1,0,off_plan,Prop House Real Estate Company
88811,Studio Apartment,200.0,43,0,1.0,"Lalav Airport View, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
88829,Spacious residential plot in Sebardan,42000.0,225,0,,"Sebardan, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,1,0,off_plan,Prop House Real Estate Company
66642,Apartment (119m²),95200.0,119,2,1.0,"Qaiwan Mirador, Erbil",For Sale,38080.0,0.4,(Down + Second payment),,0,0,0,0,1,0,"installment, off_plan",Qaiwan Group Company
88828,Residential Plot (250m²),76000.0,250,0,,"Qarabwy Ganjan, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,1,0,off_plan,Prop House Real Estate Company
75693,Modern Home With 3 Bedrooms,149000.0,200,3,2.0,"Atlantic City, Erbil",For Sale,30000.0,0.201,(Down payment),,0,0,0,0,1,0,"verified, off_plan, three_sixty",The Atlantic
88827,Residential Plot,42000.0,225,0,,"Sebardan, Erbil",For Sale,0.0,0.0,,,0,0,0,0,1,0,off_plan,Prop House Real Estate Company
88826,Furnished Apartment For Rent,450.0,10,1,1.0,"MRF Quattro Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Lata Domus
77447,Chic 2 Bedroom Apartment,300.0,98,2,1.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
65368,Modern Furnished Apartment in Lebanese Village,500.0,160,3,2.0,"Lebanese Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"new_price, ready",Provis Company Real Estate
88824,Cozy Furnished Apartment in White Towers,400.0,83,1,1.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88833,Commercial Building (with Monthly Income),400000.0,235,0,,"Kurdstan, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Upland Real Estate Company
88820,Cozy 1 Bedroom Apartment in Erbil,350.0,90,1,1.0,"32 Park (Sarbasti), Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
54367,Furnished Apartment For Rent,400.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"new_price, ready",Sakan Real Estate Company
72991,Modern Office Space for Rent,550.0,100,0,,"Naz Naz, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Adam Real Estate
88747,Cozy Apartment in Rami Towers,90000.0,105,1,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Prop House Real Estate Company
88841,Modern 4BR House,253000.0,230,4,5.0,"Asco Village, Erbil",For Sale,50600.0,0.2,(Negotiable + Down payment),,1,0,0,0,1,0,off_plan,Prop House Real Estate Company
57089,Furnished Office For Sale,105000.0,131,0,1.0,"Bahrka Road, Erbil",For Sale,30000.0,0.286,(Negotiable + Down payment),,1,0,0,0,0,1,ready,Provis Company Real Estate
88731,1 Bedroom Apartment in Rena Towers,350.0,78,1,1.0,"Rena Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
88751,Modern Apartment in Prime Location,165000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Prop House Real Estate Company
88859,Cozy one bedroom apartment for rent,300.0,70,1,1.0,"Lalav Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
88774,Spacious apartment with great views,58000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Haji Yassin Real Estate Company
88838,VIP Apartment,700.0,138,2,2.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Royal Emaar Real Estate Company
88730,Modern Apartment in Prime Location,400.0,78,1,1.0,"Rona Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
68036,Cozy 1 Bedroom Apartment in Erbil,200.0,85,1,1.0,"Shari Mamostayan, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
88837,3 Bedroom Furnished Apartment in Erbil,800.0,173,3,2.0,"Empire Royal Apartment, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Al Kharita Real Estate Company
88836,Spacious modern apartment in Erbil,500.0,116,2,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Dar Erbil Real Estate Company
