title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
Furnished Apartment For Rent,550.0,100,1,1.0,"Wow Tower, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,83720
Furnished Apartment For Rent,400.0,87,1,1.0,"Life Towers, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,53204
Cozy Apartment in Rami Towers,72500.0,100,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88204
Modern apartment with great amenities,350.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,84021
Apartment in Cash,129000.0,170,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88202
Furnished Apartment For Rent,600.0,92,1,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,74792
Luxurious 1 Bedroom Apartment for Rent,400.0,95,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,88201
Furnished Apartment For Rent,550.0,104,1,2.0,"Empire Diamond, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,52152
Free first month’s rent,550.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,88189
Apartment Opposite Garden,850.0,183,3,2.0,"Park View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,68514
Apartment (1+1),400.0,101,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,52471
Elegant 3-Bedroom Apartment for Sale,216700.0,197,3,2.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88187
VIP Apartment For Rent,1000.0,173,4,2.0,"Life Towers, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,83747
Modern Furnished Apartment in Erbil,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,88200
Modern Apartment in Rami Towers,550.0,105,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,88199
New House,110000.0,100,3,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,88198
Spacious 4-Bedroom House in Erbil,128000.0,125,4,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,88197
Commercial House For Rent,2200.0,320,0,,"Italian Village 1, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,88195
Cozy 1 BR Apartment in Empire Pearl Towers,400.0,97,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,78748
VIP Apartment,500.0,100,1,1.0,"Wow Tower, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,83722
Cozy Apartment in Empire Pearl Towers,49000.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Lata Domus,(Negotiable),0,0,1,0,88192
Furnished Apartment For Rent,450.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,86215
"Luxurious Apartment, 17th Floor",141500.0,142,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88060
New House,850.0,242,4,4.0,"Aram Village 2, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,88191
Cozy Furnished Apartment For Rent,375.0,45,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,83983
Apartment with 2 Bedrooms,350.0,93,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88186
Furnished apartment with city views,375.0,45,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,83982
Furnished Apartment For Sale,77500.0,88,1,1.0,"Queen Tower, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,84317
Furnished Apartment For Rent,450.0,85,1,2.0,"Roya Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,59995
Luxurious Apartment in Prime Location,900.0,273,3,2.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,73053
Apartment (110m²),84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1771,1,Alaska Towers Project,(Down payment),0,1,0,1,73443
Apartment (1+1),400.0,94,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,87279
Special Offers,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,85160
Studio Apartment,350.0,67,0,1.0,"White Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,On Target Real Estate Company,(Monthly),0,0,1,0,62064
Furnished Apartment,850.0,127,1,2.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,82224
New Apartment,250.0,80,1,1.0,"Naz Naz, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88183
Two Floor House,160000.0,137,4,3.0,"Brayaty, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Malu Mulk Real Estate Company,,0,0,1,0,88182
Modern House,128000.0,125,4,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,88181
Studio Apartment for Rent in Wavey Avenue,300.0,56,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,88180
Furnished Apartment for Rent in Wavey Avenue,400.0,46,0,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Remal Real Estate Company,(Monthly),0,0,1,0,88177
Elegant Apartment in Empire Pearl Towers,850.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Al Irtikaz Real Estate Company,(Monthly),0,0,1,0,88178
Residential Plot Opposite Garden,53000.0,200,0,,"Qarabuy Kori (Bakhtawary), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,0,0,88179
Modern Apartment in Bakhtyary Twin Towers,350.0,81,1,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88176
New house for sale in Bakhtiari,295000.0,200,4,3.0,"Bakhtyari, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,,0,0,1,0,84874
Luxurious Apartment in Empire Square,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88056
External View Apartment,108500.0,97,1,1.0,"Boulevard, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,88161
Modern Apartment in Erbil,550.0,97,1,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,80291
House Opposite Garden,115000.0,102,3,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,1,0,0,88175
Modern House with Four Bedrooms,155000.0,150,4,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,1,0,0,88174
Elegant Apartment for Rent in Erbil,450.0,101,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,88173
Furnished Apartment For Rent,400.0,55,0,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88172
Apartment (3+1),400.0,165,3,2.0,"MRF 2 Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88171
Modern 1 Bedroom Apartment in Erbil,500.0,100,1,1.0,"Roya Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,88168
House Opposite Garden,80000.0,200,2,1.0,"New Bahrka, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,88166
Cozy apartment in Empire Diamond,400.0,104,1,1.0,"Empire Diamond, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,88165
Modern Apartment in Star Towers,550.0,122,2,2.0,"Star Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Al Kharita Real Estate Company,(Monthly),0,0,1,0,88164
Furnished Apartment in White Towers,700.0,138,2,2.0,"White Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Royal Emaar Real Estate Company,(Monthly),0,0,1,0,88163
Furnished Apartment For Rent,450.0,85,1,1.0,"White Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Royal Emaar Real Estate Company,(Monthly),0,0,1,0,88162
Internal View Apartment,230000.0,168,2,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,88159
Furnished Apartment For Sale,65000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,88160
Modern 2 Bedroom Apartment,450.0,116,2,1.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,78607
External View Apartment,175000.0,168,2,1.0,"Boulevard, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,88158
Studio Apartment,62500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88793
Elegant 2-Bedroom Apartment in Erbil,149000.0,149,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88064
Two Floor House,125000.0,150,5,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,88113
5 Bedroom House for Sale,580000.0,391,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Amin Khoshnaw Company,,0,0,1,0,83426
Cozy apartment in Empire Wings,400.0,81,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88206
Apartment (71m²),47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,85128
Modern Apartment with Stunning Views,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88057
Modern Apartment with 2 Bedrooms,128860.0,167,2,2.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1032,1,Alaska Towers Project,(Down payment),0,1,0,1,73342
One Bedroom Apartment in Four Season Park,66649.0,89,1,1.0,"Four Season Park, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.5994,1,Amin Khoshnaw Company,(Down payment),0,1,0,0,84433
Modern 2-Bedroom Apartment in Erbil,650.0,108,2,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Haji Yassin Real Estate Company,(Monthly),0,0,1,0,88156
Stylish Apartment with Modern Features,98000.0,108,2,1.0,"Wavey Avenue, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88155
Furnished Apartment For Rent,550.0,97,1,1.0,"Empire Diamond, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,88154
Spacious 3-Bedroom Apartment in Erbil,950.0,195,3,2.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88152
Cozy studio apartment with great views,400.0,63,0,1.0,"Queen Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88150
Modern 1-Bedroom Apartment,92500.0,100,1,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,,0,0,1,0,88149
VIP Apartment,97500.0,120,2,2.0,"MNW Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,,0,0,1,0,88148
Apartment in Cash,51000.0,83,1,1.0,"Lalav City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,(Negotiable),0,0,1,1,80765
Spacious Apartment with Stunning Views,117000.0,134,2,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1966,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,88147
Elegant one bedroom apartment for rent,73500.0,82,1,1.0,"Bakhtyary Twin Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,77593
House Opposite Garden,145000.0,100,3,3.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,(Negotiable),0,0,1,0,75361
Spacious Apartment in Empire Royal,850.0,273,3,3.0,"Empire Royal Apartment, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,80213
Modern One-Bedroom Apartment,600.0,78,1,1.0,"Queen Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Al Kharita Real Estate Company,(Monthly),0,0,1,0,88146
Modern Apartment in Rami Towers,600.0,165,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,83370
Modern Apartment with 2 Bedrooms,141500.0,142,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88058
Modern Fully Furnished ApartVilla for Rent,700.0,310,4,3.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88144
ApartVilla For Rent in Life Tower,650.0,297,5,3.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88143
"Modern Apartment in Erbil, Alaska Towers",77500.0,101,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1587,1,Alaska Towers Project,(Down payment),0,1,0,1,73297
ApartVilla For Sale in Life Tower,95000.0,297,5,3.0,"Life Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Zahrat AlMadain Company,,0,0,1,0,88142
New Apartment,600.0,88,1,1.0,"Queen Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88151
Luxurious apartment in Prime location,500.0,185,3,2.0,"MRF 2 Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,82289
3 Bedroom Apartment in MRF 5 Towers,450.0,165,3,2.0,"MRF 5 Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,80543
Cozy apartment in Cavalli Tower,67000.0,59,0,1.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,88140
Cozy Home with 3 Bedrooms,132500.0,100,3,2.0,"Bakhtyari, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,80461
Spacious 4-Bedroom House in Aram Village 2,277500.0,276,4,5.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,80443
Spacious House for Rent in Dream city,4500.0,700,5,4.0,"Dream City, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,74246
Modern Two Bedroom Apartment with Balcony,128800.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88137
Modern Apartment with Stunning Views,62000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,88138
Spacious Apartment with 2 Bedrooms,128800.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88135
7th Floor Apartment for Sale,132500.0,143,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,88134
Modern studio in prime location,61000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88792
Modern studio for rent in Empire Wings,450.0,66,0,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,88133
Modern One-Bedroom Apartment in Cavalli Tower,550.0,99,1,1.0,"Cavalli Tower, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Sirius Real Estate Company,(Monthly),0,0,1,0,88131
Modern and Spacious Apartment for Rent,400.0,95,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,88129
Modern Apartment with Stunning Views,500.0,100,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88127
Spacious Apartment in Erbil for Rent,650.0,146,2,2.0,"Empire Square, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,75333
Elegant High-Floor Apartment with Views,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88055
Modern Apartment in Empire Wings,149000.0,168,2,2.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Kryar Company Real Estate,(Negotiable),0,0,1,0,88356
Modern Apartment,62000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,88124
3 Bedroom Apartment for Rent,1100.0,237,3,2.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88123
Elegant Park View Apartment with 2 BR,900.0,149,2,1.0,"Park View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,88098
Cozy Apartment in Atlantic City,43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,85030
Commercial Property for English School,2000000.0,5000,0,,"Family Mall, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Safeen Real Estate Company,(Negotiable),0,0,0,0,88122
Modern Apartment,141000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,88074
Modern House,420000.0,345,5,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Negotiable),0,0,1,0,87402
Land ideal for building a school,1500000.0,7000,0,,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Safeen Real Estate Company,(Negotiable),0,0,0,0,88121
Cozy Apartment in Empire Wings,96000.0,92,1,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,88139
Two Floor House,74000.0,100,4,3.0,"Farmanbaran, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Bahar Real Estate Company,,0,0,1,0,88120
Spacious 2-Bedroom Apartment in Empire Square,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88052
Modern Apartment with Spacious Hall,450.0,81,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,88119
Two Floor House,157500.0,150,4,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,88117
Furnished Apartment For Rent,600.0,110,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Tanal Real Estate Company,(Monthly),0,0,1,0,88153
Elegant 2-Bedroom Apartment with Views,84000.0,108,2,2.0,"Wavey Avenue, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,MIRAN Real Estate,,0,0,1,0,88116
Cozy Apartment in Prime Location,550.0,77,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88115
Furnished Apartment For Rent,550.0,87,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88114
Furnished Apartment For Sale,36000.0,58,0,1.0,"Lalav Twin Towers, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Al Irtikaz Real Estate Company,,0,0,1,1,88111
Internal View Apartment,148000.0,150,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,88110
Internal View Apartment,650.0,105,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,88109
Modern 2 Bedroom Apartment,500.0,112,2,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88108
Elegant 8th Floor Apartment for Sale,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88050
Apartment (4+1),220000.0,254,4,3.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1818,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,88107
Modern 4-Bedroom Apartment,220000.0,254,4,3.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1818,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,88106
Spacious Shop for Rent in MRF 4 Towers,1100.0,300,0,,"MRF 4 Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Vexa Real Estate Company,(Monthly),0,0,1,0,88105
Apartment (1+1),350.0,92,1,1.0,"Green World, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,88104
Modern office space available for rent,650.0,123,0,,"Empire Business Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,88103
Furnished Apartment For Rent,700.0,116,2,2.0,"Wavey Avenue, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,88102
